date,provider,resource_id,resource_type,service,region,vcpu,memory_gb,cpu_util_percent,cpu_hours,memory_gb_hours,storage_gb,network_gb,is_spot,idle_flag,cost_usd
2025-08-26,aws,aws-014,db,RDS,us-east-1,2,32,26.218,6.292,4.507,95.913,9.749,False,False,1.0182
2025-08-27,aws,aws-014,db,RDS,us-east-1,2,32,21.518,5.164,3.911,97.777,6.1,False,False,0.876
2025-08-28,aws,aws-014,db,RDS,us-east-1,2,32,17.428,4.183,3.142,94.477,6.184,False,False,0.7901
2025-08-29,aws,aws-014,db,RDS,us-east-1,2,32,26.463,6.351,6.859,93.408,15.131,False,False,0.8472
2025-08-30,aws,aws-014,db,RDS,us-east-1,2,32,14.716,3.532,3.967,96.856,9.874,False,False,0.7033
2025-08-31,aws,aws-014,db,RDS,us-east-1,2,32,14.514,3.483,2.877,94.906,10.099,False,False,0.7644
2025-09-01,aws,aws-014,db,RDS,us-east-1,2,32,27.186,6.525,8.713,92.634,13.361,False,False,0.8396
2025-09-02,aws,aws-014,db,RDS,us-east-1,2,32,27.841,6.682,9.243,95.405,6.3,False,False,1.087
2025-09-03,aws,aws-014,db,RDS,us-east-1,2,32,30.756,7.382,9.29,93.312,10.977,False,False,1.2485
2025-09-04,aws,aws-014,db,RDS,us-east-1,2,32,20.307,4.874,5.704,94.13,7.263,False,False,0.9758
2025-09-05,aws,aws-014,db,RDS,us-east-1,2,32,27.762,6.663,5.987,95.381,6.92,False,False,1.0739
2025-09-06,aws,aws-014,db,RDS,us-east-1,2,32,15.487,3.717,3.341,94.539,11.898,False,False,0.9834
2025-09-07,aws,aws-014,db,RDS,us-east-1,2,32,16.886,4.053,3.528,98.084,0.0,False,False,0.6016
2025-09-08,aws,aws-014,db,RDS,us-east-1,2,32,22.89,5.494,5.626,103.715,4.309,False,False,0.6696
2025-09-09,aws,aws-014,db,RDS,us-east-1,2,32,27.016,6.484,5.92,95.506,6.091,False,False,0.812
2025-09-10,aws,aws-014,db,RDS,us-east-1,2,32,31.169,7.481,8.759,98.234,10.095,False,False,1.0889
2025-09-11,aws,aws-014,db,RDS,us-east-1,2,32,29.335,7.04,9.258,103.5,8.839,False,False,1.0117
2025-09-12,aws,aws-014,db,RDS,us-east-1,2,32,29.181,7.004,5.649,97.193,7.236,False,False,0.9573
2025-09-13,aws,aws-014,db,RDS,us-east-1,2,32,13.585,3.26,2.774,102.928,11.399,False,False,0.8752
2025-09-14,aws,aws-014,db,RDS,us-east-1,2,32,11.917,2.86,3.818,103.849,13.035,False,False,0.6241
2025-09-15,aws,aws-014,db,RDS,us-east-1,2,32,26.028,6.247,6.505,99.538,14.036,False,False,1.0964
2025-09-16,aws,aws-014,db,RDS,us-east-1,2,32,26.182,6.284,5.62,100.679,7.61,False,False,1.0388
2025-09-17,aws,aws-014,db,RDS,us-east-1,2,32,23.488,5.637,7.059,100.409,9.76,False,False,0.8981
2025-09-18,aws,aws-014,db,RDS,us-east-1,2,32,22.106,5.306,4.362,97.39,5.112,False,False,0.9521
2025-09-19,aws,aws-014,db,RDS,us-east-1,2,32,19.287,4.629,5.953,99.833,10.657,False,False,1.0325
2025-09-20,aws,aws-014,db,RDS,us-east-1,2,32,12.148,2.916,3.295,102.596,2.962,False,False,0.8043
2025-09-21,aws,aws-014,db,RDS,us-east-1,2,32,11.38,2.731,2.776,102.003,11.876,False,False,0.7094
2025-09-22,aws,aws-014,db,RDS,us-east-1,2,32,18.964,4.551,3.062,102.004,7.246,False,False,0.6857
2025-09-23,aws,aws-014,db,RDS,us-east-1,2,32,21.123,5.07,3.692,103.884,7.792,False,False,0.9937
2025-09-24,aws,aws-014,db,RDS,us-east-1,2,32,22.627,5.431,3.763,93.098,10.226,False,False,0.9319
2025-09-25,aws,aws-014,db,RDS,us-east-1,2,32,21.51,5.162,6.495,97.789,15.101,False,False,0.7928
2025-09-26,aws,aws-014,db,RDS,us-east-1,2,32,20.885,5.012,6.293,106.506,15.648,False,False,1.1091
2025-09-27,aws,aws-014,db,RDS,us-east-1,2,32,13.3,3.192,4.48,106.117,19.522,False,False,0.7453
2025-09-28,aws,aws-014,db,RDS,us-east-1,2,32,13.336,3.201,2.461,105.576,7.212,False,False,0.7172
2025-09-29,aws,aws-014,db,RDS,us-east-1,2,32,23.062,5.535,6.175,102.039,9.924,False,False,1.1045
2025-04-03,aws,aws-015,container,ECS,us-east-1,1,32,19.042,4.57,4.388,501.401,10.186,True,False,0.5298
2025-04-04,aws,aws-015,container,ECS,us-east-1,1,32,21.33,5.119,3.922,497.61,9.362,True,False,0.7274
2025-04-05,aws,aws-015,container,ECS,us-east-1,1,32,10.84,2.602,2.676,498.765,12.134,True,False,0.4806
2025-04-06,aws,aws-015,container,ECS,us-east-1,1,32,9.177,2.202,2.849,503.719,5.05,True,False,0.5668
2025-04-07,aws,aws-015,container,ECS,us-east-1,1,32,16.338,3.921,4.192,505.716,11.739,True,False,0.5023
2025-04-08,aws,aws-015,container,ECS,us-east-1,1,32,20.184,4.844,4.721,500.417,14.859,True,False,0.5954
2025-04-09,aws,aws-015,container,ECS,us-east-1,1,32,23.121,5.549,8.138,497.327,6.15,True,False,0.5178
2025-04-10,aws,aws-015,container,ECS,us-east-1,1,32,19.72,4.733,3.316,507.113,17.088,True,False,0.5789
2025-04-11,aws,aws-015,container,ECS,us-east-1,1,32,21.914,5.259,4.596,505.009,14.521,True,False,0.6345
2025-04-12,aws,aws-015,container,ECS,us-east-1,1,32,10.76,2.582,3.36,504.843,13.695,True,False,0.6617
2025-04-13,aws,aws-015,container,ECS,us-east-1,1,32,11.547,2.771,2.374,504.987,14.563,True,False,0.6226
2025-04-14,aws,aws-015,container,ECS,us-east-1,1,32,18.253,4.381,3.544,503.7,9.456,True,False,0.534
2025-04-15,aws,aws-015,container,ECS,us-east-1,1,32,22.261,5.343,5.967,503.593,8.39,True,False,0.6261
2025-04-16,aws,aws-015,container,ECS,us-east-1,1,32,17.18,4.123,4.411,507.2,10.13,True,False,0.677
2025-04-17,aws,aws-015,container,ECS,us-east-1,1,32,21.82,5.237,4.299,504.514,7.171,True,False,0.6807
2025-04-18,aws,aws-015,container,ECS,us-east-1,1,32,19.665,4.72,3.463,503.618,11.074,True,False,0.703
2025-04-19,aws,aws-015,container,ECS,us-east-1,1,32,11.344,2.723,2.877,500.87,14.529,True,False,0.6904
2025-04-20,aws,aws-015,container,ECS,us-east-1,1,32,8.759,2.102,1.471,505.674,12.416,True,False,0.6315
2025-04-21,aws,aws-015,container,ECS,us-east-1,1,32,15.987,3.837,5.225,498.424,13.327,True,False,0.4861
2025-04-22,aws,aws-015,container,ECS,us-east-1,1,32,12.646,3.035,2.408,509.773,12.963,True,False,0.6053
2025-04-23,aws,aws-015,container,ECS,us-east-1,1,32,16.157,3.878,3.687,502.613,13.675,True,False,0.6726
2025-04-24,aws,aws-015,container,ECS,us-east-1,1,32,16.267,3.904,2.865,506.086,13.353,True,False,0.6654
2025-04-25,aws,aws-015,container,ECS,us-east-1,1,32,16.872,4.049,3.465,504.016,9.441,True,False,0.5022
2025-04-26,aws,aws-015,container,ECS,us-east-1,1,32,9.417,2.26,1.673,505.813,9.519,True,False,0.5903
2025-04-27,aws,aws-015,container,ECS,us-east-1,1,32,9.581,2.299,1.791,506.2,11.894,True,False,0.4464
2025-04-28,aws,aws-015,container,ECS,us-east-1,1,32,14.253,3.421,4.831,505.711,10.432,True,False,0.5398
2025-04-29,aws,aws-015,container,ECS,us-east-1,1,32,16.361,3.927,4.723,505.656,3.456,True,False,0.4564
2025-04-30,aws,aws-015,container,ECS,us-east-1,1,32,15.928,3.823,3.298,508.906,7.298,True,False,0.5323
2025-05-01,aws,aws-015,container,ECS,us-east-1,1,32,18.36,4.406,4.548,504.671,15.098,True,False,0.6266
2025-05-02,aws,aws-015,container,ECS,us-east-1,1,32,14.683,3.524,3.205,514.435,12.351,True,False,0.4823
2025-05-03,aws,aws-015,container,ECS,us-east-1,1,32,9.776,2.346,1.914,508.84,13.466,True,False,0.6634
2025-05-04,aws,aws-015,container,ECS,us-east-1,1,32,10.909,2.618,1.892,514.495,5.199,True,False,0.4466
2025-05-05,aws,aws-015,container,ECS,us-east-1,1,32,20.182,4.844,6.73,512.123,12.013,True,False,0.719
2025-05-06,aws,aws-015,container,ECS,us-east-1,1,32,20.921,5.021,3.577,514.069,16.357,True,False,0.5442
2025-05-07,aws,aws-015,container,ECS,us-east-1,1,32,24.056,5.773,4.732,511.104,13.082,True,False,0.645
2025-05-08,aws,aws-015,container,ECS,us-east-1,1,32,16.921,4.061,5.495,506.733,7.861,True,False,0.6944
2025-05-09,aws,aws-015,container,ECS,us-east-1,1,32,18.971,4.553,3.135,511.584,7.626,True,False,0.6675
2025-05-10,aws,aws-015,container,ECS,us-east-1,1,32,10.476,2.514,3.105,516.197,8.157,True,False,0.6672
2025-05-11,aws,aws-015,container,ECS,us-east-1,1,32,12.681,3.043,4.313,513.772,11.333,True,False,0.6621
2025-05-12,aws,aws-015,container,ECS,us-east-1,1,32,18.436,4.425,6.329,511.76,6.001,True,False,0.6214
2025-05-13,aws,aws-015,container,ECS,us-east-1,1,32,20.688,4.965,4.333,507.647,8.468,True,False,0.6108
2025-05-14,aws,aws-015,container,ECS,us-east-1,1,32,15.614,3.747,3.845,506.584,10.182,True,False,0.5025
2025-05-15,aws,aws-015,container,ECS,us-east-1,1,32,21.697,5.207,4.176,513.79,11.401,True,False,0.5835
2025-05-16,aws,aws-015,container,ECS,us-east-1,1,32,17.869,4.289,6.124,509.989,14.03,True,False,0.5716
2025-05-17,aws,aws-015,container,ECS,us-east-1,1,32,9.834,2.36,1.796,513.339,11.801,True,False,0.5674
2025-05-18,aws,aws-015,container,ECS,us-east-1,1,32,9.854,2.365,1.597,511.121,15.646,True,False,0.5888
2025-05-19,aws,aws-015,container,ECS,us-east-1,1,32,18.089,4.341,6.294,509.45,9.861,True,False,0.5364
2025-05-20,aws,aws-015,container,ECS,us-east-1,1,32,16.617,3.988,3.452,517.576,9.074,True,False,0.688
2025-05-21,aws,aws-015,container,ECS,us-east-1,1,32,17.287,4.149,4.88,510.168,2.412,True,False,0.4752
2025-05-22,aws,aws-015,container,ECS,us-east-1,1,32,18.134,4.352,4.601,518.613,9.127,True,False,0.6618
2025-05-23,aws,aws-015,container,ECS,us-east-1,1,32,16.568,3.976,5.379,517.668,10.523,True,False,0.6069
2025-05-24,aws,aws-015,container,ECS,us-east-1,1,32,8.839,2.121,2.874,514.624,9.164,True,False,0.5208
2025-05-25,aws,aws-015,container,ECS,us-east-1,1,32,9.072,2.177,2.897,512.759,12.385,True,False,0.5542
2025-05-26,aws,aws-015,container,ECS,us-east-1,1,32,16.546,3.971,2.976,509.328,8.165,True,False,0.5976
2025-05-27,aws,aws-015,container,ECS,us-east-1,1,32,15.754,3.781,5.527,516.075,5.68,True,False,0.672
2025-05-28,aws,aws-015,container,ECS,us-east-1,1,32,20.692,4.966,3.93,518.043,8.94,True,False,0.5544
2025-05-29,aws,aws-015,container,ECS,us-east-1,1,32,15.585,3.74,2.593,519.34,6.145,True,False,0.6282
2025-05-30,aws,aws-015,container,ECS,us-east-1,1,32,17.076,4.098,4.834,518.593,8.822,True,False,0.6246
2025-05-31,aws,aws-015,container,ECS,us-east-1,1,32,11.046,2.651,2.984,518.874,16.82,True,False,0.5555
2025-06-01,aws,aws-015,container,ECS,us-east-1,1,32,9.723,2.333,1.896,513.651,12.007,True,False,0.464
2025-06-02,aws,aws-015,container,ECS,us-east-1,1,32,20.35,4.884,4.722,515.86,2.817,True,False,0.6082
2025-06-03,aws,aws-015,container,ECS,us-east-1,1,32,17.666,4.24,4.035,523.337,3.392,True,False,0.6219
2025-06-04,aws,aws-015,container,ECS,us-east-1,1,32,19.959,4.79,5.938,519.587,12.027,True,False,0.6728
2025-06-05,aws,aws-015,container,ECS,us-east-1,1,32,20.715,4.972,4.611,519.528,10.945,True,False,0.5572
2025-06-06,aws,aws-015,container,ECS,us-east-1,1,32,16.687,4.005,5.841,523.985,5.74,True,False,0.5442
2025-06-07,aws,aws-015,container,ECS,us-east-1,1,32,11.271,2.705,3.218,520.025,8.12,True,False,0.6571
2025-06-08,aws,aws-015,container,ECS,us-east-1,1,32,11.897,2.855,1.953,518.789,12.564,True,False,0.604
2025-06-09,aws,aws-015,container,ECS,us-east-1,1,32,18.232,4.376,5.658,519.375,11.48,True,False,0.6264
2025-06-10,aws,aws-015,container,ECS,us-east-1,1,32,17.723,4.253,6.157,521.765,8.329,True,False,0.6979
2025-06-11,aws,aws-015,container,ECS,us-east-1,1,32,19.675,4.722,5.363,521.419,16.158,True,False,0.7313
2025-06-12,aws,aws-015,container,ECS,us-east-1,1,32,17.98,4.315,5.313,520.826,5.919,True,False,0.4603
2025-06-13,aws,aws-015,container,ECS,us-east-1,1,32,17.977,4.315,5.362,520.225,13.851,True,False,0.6422
2025-06-14,aws,aws-015,container,ECS,us-east-1,1,32,11.771,2.825,1.911,517.668,16.944,True,False,0.7087
2025-06-15,aws,aws-015,container,ECS,us-east-1,1,32,10.736,2.577,2.504,523.467,14.51,True,False,0.6931
2025-06-16,aws,aws-015,container,ECS,us-east-1,1,32,15.37,3.689,5.077,519.444,10.027,True,False,0.5648
2025-06-17,aws,aws-015,container,ECS,us-east-1,1,32,17.98,4.315,3.522,526.988,13.545,True,False,0.6253
2025-06-18,aws,aws-015,container,ECS,us-east-1,1,32,17.822,4.277,5.732,521.818,12.827,True,False,0.5486
2025-06-19,aws,aws-015,container,ECS,us-east-1,1,32,18.19,4.366,6.015,519.515,12.513,True,False,0.56
2025-06-20,aws,aws-015,container,ECS,us-east-1,1,32,18.544,4.451,3.5,523.162,8.808,True,False,0.6753
2025-06-21,aws,aws-015,container,ECS,us-east-1,1,32,10.548,2.532,3.552,517.952,7.165,True,False,0.6153
2025-06-22,aws,aws-015,container,ECS,us-east-1,1,32,11.47,2.753,3.207,524.94,10.899,True,False,0.5009
2025-06-23,aws,aws-015,container,ECS,us-east-1,1,32,15.947,3.827,5.406,526.83,7.685,True,False,0.5297
2025-06-24,aws,aws-015,container,ECS,us-east-1,1,32,14.336,3.441,4.353,521.274,13.346,True,False,0.5571
2025-06-25,aws,aws-015,container,ECS,us-east-1,1,32,16.45,3.948,4.818,523.023,11.757,True,False,0.5829
2025-06-26,aws,aws-015,container,ECS,us-east-1,1,32,12.692,3.046,2.816,524.411,7.187,True,False,0.6087
2025-06-27,aws,aws-015,container,ECS,us-east-1,1,32,17.562,4.215,5.963,531.526,13.947,True,False,0.5271
2025-06-28,aws,aws-015,container,ECS,us-east-1,1,32,9.316,2.236,2.591,527.915,10.402,True,False,0.614
2025-06-29,aws,aws-015,container,ECS,us-east-1,1,32,10.178,2.443,2.499,526.254,6.559,True,False,0.5644
2025-06-30,aws,aws-015,container,ECS,us-east-1,1,32,13.752,3.301,3.436,524.772,8.532,True,False,0.5389
2025-07-01,aws,aws-015,container,ECS,us-east-1,1,32,14.406,3.457,3.871,522.493,10.358,True,False,0.5809
2025-07-02,aws,aws-015,container,ECS,us-east-1,1,32,18.924,4.542,3.644,532.767,9.051,True,False,0.5602
2025-07-03,aws,aws-015,container,ECS,us-east-1,1,32,20.455,4.909,6.525,529.639,11.305,True,False,0.6616
2025-07-04,aws,aws-015,container,ECS,us-east-1,1,32,20.058,4.814,3.42,529.12,12.122,True,False,0.5295
2025-07-05,aws,aws-015,container,ECS,us-east-1,1,32,12.593,3.022,3.244,528.503,9.236,True,False,0.5834
2025-07-06,aws,aws-015,container,ECS,us-east-1,1,32,9.803,2.353,2.725,529.645,13.121,True,False,0.6556
2025-07-07,aws,aws-015,container,ECS,us-east-1,1,32,21.443,5.146,6.945,527.829,8.705,True,False,0.6646
2025-07-08,aws,aws-015,container,ECS,us-east-1,1,32,16.98,4.075,4.518,528.781,5.282,True,False,0.6482
2025-07-09,aws,aws-015,container,ECS,us-east-1,1,32,16.944,4.067,4.037,526.03,14.672,True,False,0.7339
2025-07-10,aws,aws-015,container,ECS,us-east-1,1,32,21.657,5.198,6.65,530.738,9.286,True,False,0.5505
2025-07-11,aws,aws-015,container,ECS,us-east-1,1,32,15.11,3.626,3.264,530.632,11.02,True,False,0.6523
2025-07-12,aws,aws-015,container,ECS,us-east-1,1,32,10.428,2.503,1.783,529.783,8.328,True,False,0.5811
2025-07-13,aws,aws-015,container,ECS,us-east-1,1,32,8.77,2.105,1.414,530.658,13.778,True,False,0.4898
2025-07-14,aws,aws-015,container,ECS,us-east-1,1,32,20.295,4.871,5.303,533.362,7.862,True,False,0.6482
2025-07-15,aws,aws-015,container,ECS,us-east-1,1,32,18.79,4.51,6.294,530.156,9.172,True,False,0.7049
2025-07-16,aws,aws-015,container,ECS,us-east-1,1,32,20.076,4.818,5.273,527.309,5.871,True,False,0.5465
2025-07-17,aws,aws-015,container,ECS,us-east-1,1,32,21.164,5.079,3.583,534.076,13.065,True,False,0.6883
2025-07-18,aws,aws-015,container,ECS,us-east-1,1,32,15.383,3.692,2.527,533.939,10.25,True,False,0.5507
2025-07-19,aws,aws-015,container,ECS,us-east-1,1,32,11.471,2.753,2.06,531.554,8.695,True,False,0.6372
2025-07-20,aws,aws-015,container,ECS,us-east-1,1,32,8.394,2.014,2.628,532.839,8.115,True,False,0.4794
2025-07-21,aws,aws-015,container,ECS,us-east-1,1,32,15.237,3.657,3.945,530.028,8.989,True,False,0.5755
2025-07-22,aws,aws-015,container,ECS,us-east-1,1,32,16.76,4.022,5.507,536.081,8.979,True,False,0.6166
2025-07-23,aws,aws-015,container,ECS,us-east-1,1,32,15.583,3.74,3.88,536.632,12.185,True,False,0.6715
2025-07-24,aws,aws-015,container,ECS,us-east-1,1,32,15.984,3.836,3.191,535.42,7.458,True,False,0.5338
2025-07-25,aws,aws-015,container,ECS,us-east-1,1,32,16.417,3.94,3.282,531.197,9.675,True,False,0.4859
2025-07-26,aws,aws-015,container,ECS,us-east-1,1,32,10.572,2.537,3.129,539.006,7.905,True,False,0.5077
2025-07-27,aws,aws-015,container,ECS,us-east-1,1,32,9.903,2.377,1.831,535.938,12.235,True,False,0.5068
2025-07-28,aws,aws-015,container,ECS,us-east-1,1,32,17.041,4.09,4.671,534.568,8.494,True,False,0.5268
2025-07-29,aws,aws-015,container,ECS,us-east-1,1,32,18.325,4.398,5.69,538.49,13.922,True,False,0.651
2025-07-30,aws,aws-015,container,ECS,us-east-1,1,32,20.091,4.822,4.256,536.723,13.121,True,False,0.5969
2025-07-31,aws,aws-015,container,ECS,us-east-1,1,32,17.012,4.083,4.506,529.984,5.264,True,False,0.6568
2025-08-01,aws,aws-015,container,ECS,us-east-1,1,32,19.121,4.589,4.76,538.47,13.42,True,False,0.7302
2025-08-02,aws,aws-015,container,ECS,us-east-1,1,32,9.005,2.161,2.969,535.784,7.397,True,False,0.5357
2025-08-03,aws,aws-015,container,ECS,us-east-1,1,32,10.527,2.527,2.828,536.385,9.493,True,False,0.5488
2025-08-04,aws,aws-015,container,ECS,us-east-1,1,32,22.143,5.314,7.357,533.924,8.023,True,False,0.728
2025-08-05,aws,aws-015,container,ECS,us-east-1,1,32,20.284,4.868,4.005,538.616,12.756,True,False,0.5803
2025-08-06,aws,aws-015,container,ECS,us-east-1,1,32,18.14,4.354,5.442,535.665,6.087,True,False,0.7048
2025-08-07,aws,aws-015,container,ECS,us-east-1,1,32,18.417,4.42,4.011,533.733,10.365,True,False,0.586
2025-08-08,aws,aws-015,container,ECS,us-east-1,1,32,17.823,4.278,5.23,538.652,14.389,True,False,0.5261
2025-08-09,aws,aws-015,container,ECS,us-east-1,1,32,10.902,2.617,3.035,538.846,7.259,True,False,0.6324
2025-08-10,aws,aws-015,container,ECS,us-east-1,1,32,12.203,2.929,4.088,536.951,13.103,True,False,0.6182
2025-08-11,aws,aws-015,container,ECS,us-east-1,1,32,19.065,4.576,6.053,540.751,12.809,True,False,0.7064
2025-08-12,aws,aws-015,container,ECS,us-east-1,1,32,20.843,5.002,7.056,538.396,9.211,True,False,0.7214
2025-08-13,aws,aws-015,container,ECS,us-east-1,1,32,20.083,4.82,5.259,536.741,9.785,True,False,0.6276
2025-08-14,aws,aws-015,container,ECS,us-east-1,1,32,17.888,4.293,5.789,542.498,14.853,True,False,0.6424
2025-08-15,aws,aws-015,container,ECS,us-east-1,1,32,17.119,4.109,4.084,539.117,4.655,True,False,0.4667
2025-08-16,aws,aws-015,container,ECS,us-east-1,1,32,8.829,2.119,2.411,538.094,10.495,True,False,0.6692
2025-08-17,aws,aws-015,container,ECS,us-east-1,1,32,11.655,2.797,2.764,538.474,10.19,True,False,0.631
2025-08-18,aws,aws-015,container,ECS,us-east-1,1,32,16.142,3.874,3.801,543.188,8.109,True,False,0.6615
2025-08-19,aws,aws-015,container,ECS,us-east-1,1,32,16.603,3.985,4.271,543.45,6.404,True,False,0.646
2025-08-20,aws,aws-015,container,ECS,us-east-1,1,32,15.412,3.699,3.471,535.957,6.086,True,False,0.6243
2025-08-21,aws,aws-015,container,ECS,us-east-1,1,32,16.837,4.041,4.219,543.812,12.256,True,False,0.517
2025-08-22,aws,aws-015,container,ECS,us-east-1,1,32,18.28,4.387,3.26,542.148,8.808,True,False,0.6874
2025-08-23,aws,aws-015,container,ECS,us-east-1,1,32,8.553,2.053,2.862,537.978,11.62,True,False,0.512
2025-08-24,aws,aws-015,container,ECS,us-east-1,1,32,10.366,2.488,1.892,544.24,4.883,True,False,0.4365
2025-08-25,aws,aws-015,container,ECS,us-east-1,1,32,15.898,3.816,4.473,542.381,13.207,True,False,0.5621
2025-08-26,aws,aws-015,container,ECS,us-east-1,1,32,19.972,4.793,4.618,542.96,9.684,True,False,0.7201
2025-08-27,aws,aws-015,container,ECS,us-east-1,1,32,17.046,4.091,2.836,545.819,7.043,True,False,0.5674
2025-08-28,aws,aws-015,container,ECS,us-east-1,1,32,18.347,4.403,5.211,539.362,9.234,True,False,0.571
2025-08-29,aws,aws-015,container,ECS,us-east-1,1,32,17.82,4.277,5.584,544.069,6.222,True,False,0.6667
2025-08-30,aws,aws-015,container,ECS,us-east-1,1,32,10.083,2.42,1.918,543.011,6.592,True,False,0.6404
2025-08-31,aws,aws-015,container,ECS,us-east-1,1,32,8.617,2.068,2.32,544.855,3.712,True,False,0.4312
2025-09-01,aws,aws-015,container,ECS,us-east-1,1,32,15.416,3.7,2.884,544.045,9.509,True,False,0.4907
2025-09-02,aws,aws-015,container,ECS,us-east-1,1,32,21.591,5.182,5.0,547.903,14.025,True,False,0.767
2025-09-03,aws,aws-015,container,ECS,us-east-1,1,32,20.938,5.025,3.611,546.827,11.668,True,False,0.6619
2025-09-04,aws,aws-015,container,ECS,us-east-1,1,32,18.911,4.539,4.107,544.983,5.601,True,False,0.4925
2025-09-05,aws,aws-015,container,ECS,us-east-1,1,32,20.353,4.885,6.112,545.199,4.998,True,False,0.5105
2025-09-06,aws,aws-015,container,ECS,us-east-1,1,32,11.836,2.841,3.943,550.86,12.401,True,False,0.6921
2025-09-07,aws,aws-015,container,ECS,us-east-1,1,32,11.536,2.769,3.123,546.523,11.692,True,False,0.5576
2025-09-08,aws,aws-015,container,ECS,us-east-1,1,32,20.001,4.8,5.972,545.772,8.856,True,False,0.6078
2025-09-09,aws,aws-015,container,ECS,us-east-1,1,32,20.546,4.931,3.985,544.84,11.849,True,False,0.7389
2025-09-10,aws,aws-015,container,ECS,us-east-1,1,32,18.075,4.338,5.845,545.062,9.16,True,False,0.6103
2025-09-11,aws,aws-015,container,ECS,us-east-1,1,32,19.266,4.624,3.395,548.425,11.149,True,False,0.5737
2025-09-12,aws,aws-015,container,ECS,us-east-1,1,32,17.571,4.217,5.51,548.953,6.566,True,False,0.4835
2025-09-13,aws,aws-015,container,ECS,us-east-1,1,32,9.652,2.316,2.751,542.097,16.073,True,False,0.7009
2025-09-14,aws,aws-015,container,ECS,us-east-1,1,32,10.722,2.573,2.362,547.625,11.947,True,False,0.5163
2025-09-15,aws,aws-015,container,ECS,us-east-1,1,32,16.704,4.009,4.878,550.013,3.859,True,False,0.6785
2025-09-16,aws,aws-015,container,ECS,us-east-1,1,32,17.626,4.23,5.711,548.128,5.639,True,False,0.5649
2025-09-17,aws,aws-015,container,ECS,us-east-1,1,32,18.354,4.405,5.334,549.469,8.896,True,False,0.5497
2025-09-18,aws,aws-015,container,ECS,us-east-1,1,32,15.486,3.717,3.06,548.226,9.302,True,False,0.5382
2025-09-19,aws,aws-015,container,ECS,us-east-1,1,32,15.947,3.827,5.408,552.984,12.398,True,False,0.5279
2025-09-20,aws,aws-015,container,ECS,us-east-1,1,32,9.287,2.229,1.955,554.476,13.975,True,False,0.6615
2025-09-21,aws,aws-015,container,ECS,us-east-1,1,32,9.781,2.347,3.236,550.515,10.112,True,False,0.6633
2025-09-22,aws,aws-015,container,ECS,us-east-1,1,32,16.223,3.894,3.622,551.577,9.205,True,False,0.5629
2025-09-23,aws,aws-015,container,ECS,us-east-1,1,32,16.027,3.846,5.297,551.688,9.31,True,False,0.4915
2025-09-24,aws,aws-015,container,ECS,us-east-1,1,32,14.492,3.478,3.02,550.896,9.83,True,False,0.5436
2025-09-25,aws,aws-015,container,ECS,us-east-1,1,32,18.115,4.348,4.949,551.213,8.52,True,False,0.6222
2025-09-26,aws,aws-015,container,ECS,us-east-1,1,32,17.927,4.302,4.56,549.463,9.428,True,False,0.5712
2025-09-27,aws,aws-015,container,ECS,us-east-1,1,32,9.116,2.188,1.723,554.871,12.333,True,False,0.5802
2025-09-28,aws,aws-015,container,ECS,us-east-1,1,32,9.369,2.248,2.498,553.58,11.276,True,False,0.5221
2025-09-29,aws,aws-015,container,ECS,us-east-1,1,32,20.064,4.815,5.781,555.754,4.141,True,False,0.5953
2025-04-03,aws,aws-016,storage,S3,ap-south-1,1,16,20.641,4.954,3.403,97.61,16.213,False,False,0.8839
2025-04-04,aws,aws-016,storage,S3,ap-south-1,1,16,18.575,4.458,2.319,99.178,11.612,False,False,0.5408
2025-04-05,aws,aws-016,storage,S3,ap-south-1,1,16,11.865,2.848,1.966,101.696,11.447,False,False,0.5457
2025-04-06,aws,aws-016,storage,S3,ap-south-1,1,16,13.546,3.251,2.358,104.31,7.807,False,False,0.6078
2025-04-07,aws,aws-016,storage,S3,ap-south-1,1,16,16.382,3.932,2.828,105.872,12.441,False,False,0.473
2025-04-08,aws,aws-016,storage,S3,ap-south-1,1,16,19.777,4.747,2.67,104.421,13.064,False,False,0.8695
2025-04-09,aws,aws-016,storage,S3,ap-south-1,1,16,18.759,4.502,3.256,101.715,10.002,False,False,0.4893
2025-04-10,aws,aws-016,storage,S3,ap-south-1,1,16,16.784,4.028,2.184,100.679,10.028,False,False,0.5793
2025-04-11,aws,aws-016,storage,S3,ap-south-1,1,16,20.225,4.854,3.535,98.099,10.451,False,False,0.759
2025-04-12,aws,aws-016,storage,S3,ap-south-1,1,16,12.086,2.901,1.095,106.712,9.526,False,False,0.6024
2025-04-13,aws,aws-016,storage,S3,ap-south-1,1,16,12.591,3.022,1.314,105.563,9.965,False,False,0.4926
2025-04-14,aws,aws-016,storage,S3,ap-south-1,1,16,21.373,5.13,3.486,107.863,9.015,False,False,0.7044
2025-04-15,aws,aws-016,storage,S3,ap-south-1,1,16,21.34,5.122,2.905,102.231,7.867,False,False,0.8269
2025-04-16,aws,aws-016,storage,S3,ap-south-1,1,16,18.269,4.385,1.524,102.82,13.24,False,False,0.7492
2025-04-17,aws,aws-016,storage,S3,ap-south-1,1,16,21.147,5.075,3.23,105.346,17.381,False,False,0.8676
2025-04-18,aws,aws-016,storage,S3,ap-south-1,1,16,18.847,4.523,3.029,102.41,14.201,False,False,0.907
2025-04-19,aws,aws-016,storage,S3,ap-south-1,1,16,9.87,2.369,1.133,104.635,9.832,False,False,0.6557
